feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
97,116,183860,9,false,10,72,2,0.00040665412,607,599,9916,7,38,0,53,43,0.016666668,0.016447369,1.0,true
103,105,210595,9,false,10,72,4,0.00034896893,767,604,12607,7,38,0,53,43,0.016528925,0.013020833,1.0,true
70,116,155266,0,false,2,80,9,0.0005269339,535,678,5158,7,39,0,52,42,0.002945508,0.0037313432,2.0,true
89,120,161413,0,false,2,80,9,0.0005065893,429,664,3820,7,41,0,52,42,0.0030075188,0.004651163,2.0,true
92,113,174995,9,true,14,72,4,0.00047883485,1810,729,33562,7,40,0,53,43,0.019178081,0.0077305357,1.4,true
88,118,188361,9,false,11,72,2,0.00041873983,673,635,7921,7,39,0,53,44,0.017295597,0.016320474,1.1,true
80,114,181062,9,false,11,72,2,0.00042370977,573,611,6493,7,39,0,53,44,0.017973857,0.019163763,1.1,true
89,120,194143,9,false,10,72,3,0.00038340618,740,610,12601,7,38,0,53,43,0.016366612,0.013495277,1.0,true
89,112,181069,9,false,10,72,2,0.00041463337,527,606,8728,7,39,0,53,44,0.016474465,0.018939395,1.0,true
64,43,159003,0,false,2,80,9,0.00051240757,388,660,3480,7,41,0,52,42,0.0030257185,0.005141388,2.0,true
100,105,196435,9,false,10,72,2,0.00038516978,543,590,9016,7,38,0,53,43,0.016920473,0.018382354,1.0,true
98,99,150318,9,false,10,72,3,0.0005188585,598,607,9997,7,38,0,53,43,0.016447369,0.016694492,1.0,true
81,104,257244,9,false,11,72,3,0.00028076055,796,637,14323,7,39,0,53,44,0.01724138,0.013801756,1.1,true
102,121,210860,9,false,10,83,4,0.00039956157,882,667,14116,7,38,0,53,43,0.0149700595,0.011325029,1.0,true
76,95,163591,0,false,2,91,9,0.0005685614,560,741,4878,7,41,0,52,42,0.0026954177,0.0035650623,2.0,true
110,81,164048,0,false,2,91,9,0.00056737993,567,742,4802,7,41,0,52,42,0.00269179,0.0035211267,2.0,true
118,112,212720,9,true,15,89,3,0.0004691857,1732,850,30409,7,45,0,52,46,0.017626323,0.008655511,1.5,true
120,100,226630,9,true,17,87,10,0.00040745139,1446,850,16611,7,42,0,53,45,0.019976499,0.011748445,1.7,true
85,111,182258,9,false,10,72,2,0.00040824397,671,626,11980,7,39,0,53,44,0.015948962,0.014880952,1.0,true
119,115,179116,9,false,10,83,3,0.00052258547,869,710,9357,7,39,0,53,45,0.014064698,0.011494253,1.0,true
99,111,234427,9,true,20,105,6,0.00036362765,1809,932,21177,7,41,0,53,46,0.021436227,0.011049724,2.0,true
76,76,159924,0,false,2,80,9,0.000509328,430,664,3832,7,38,0,52,42,0.0030075188,0.004640371,2.0,true
108,117,169682,0,false,2,91,9,0.00054715446,473,713,3711,7,41,0,52,42,0.0028011205,0.004219409,2.0,true
112,124,168751,0,false,2,91,9,0.0005513591,472,713,3738,7,41,0,52,42,0.0028011205,0.0042283298,2.0,true
96,111,162429,0,false,2,80,9,0.00050317723,415,664,3671,7,41,0,52,42,0.0030075188,0.0048076925,2.0,true
103,93,157209,9,true,10,74,3,0.00051547564,1141,617,19135,7,38,0,53,43,0.01618123,0.008756568,1.0,true
75,109,160147,9,true,10,74,3,0.00050217856,1428,635,25279,7,36,0,53,43,0.015723271,0.0069979005,1.0,true
94,115,162096,9,true,10,74,3,0.0004892261,1310,626,24526,7,38,0,53,43,0.015948962,0.007627765,1.0,true
121,74,179605,0,true,1,83,2,0.00047877227,356,577,1485,7,42,0,52,43,0.0017301039,0.0028011205,1.0,true
104,117,206691,9,true,16,92,3,0.0004083119,1499,757,26527,7,46,0,52,44,0.02110818,0.010666667,1.6,true
106,107,175918,9,true,12,72,7,0.00044498168,1397,700,24880,7,40,0,53,43,0.017118402,0.008583691,1.2,true
101,117,252492,9,true,13,72,6,0.00032130422,2887,828,51958,7,42,0,53,44,0.015681544,0.004501385,1.3,true
110,118,189479,9,true,11,72,2,0.0004326762,1229,643,21982,7,40,0,53,43,0.017080745,0.008943089,1.1,true
106,115,193762,9,false,10,81,2,0.00043214188,673,636,10474,7,38,0,53,43,0.015698588,0.014836796,1.0,true
96,119,232541,9,false,10,72,2,0.00030721672,613,593,10897,7,38,0,53,43,0.016835017,0.016286645,1.0,true
103,120,218681,9,true,10,72,6,0.00033981208,2725,859,50986,7,40,0,53,43,0.011627907,0.0036683786,1.0,true
96,82,187472,9,false,10,74,2,0.00041588943,443,616,4823,7,37,0,52,43,0.016207455,0.022522522,1.0,true
113,117,227560,0,true,1,86,2,0.00036538878,432,596,1998,7,42,0,52,43,0.0016750419,0.0023094688,1.0,true
104,122,166661,9,true,13,72,2,0.00050985004,1509,732,27184,7,42,0,53,44,0.017735334,0.008609272,1.3,true
95,118,192243,9,false,10,72,2,0.00039640354,678,615,11299,7,37,0,53,44,0.016233766,0.01472754,1.0,true
121,108,209222,9,false,10,83,2,0.0004241182,796,684,8197,7,39,0,53,44,0.01459854,0.0125470515,1.0,true
92,118,163384,9,false,11,72,2,0.0004903941,691,617,11746,7,36,0,53,44,0.017799353,0.015895953,1.1,true
86,65,190779,9,false,13,89,2,0.0004097842,815,628,14479,7,38,0,53,43,0.020667726,0.015931373,1.3,true
104,100,187524,9,false,10,72,2,0.0004264893,639,611,7259,7,37,0,53,43,0.01633987,0.015625,1.0,true
112,116,201415,9,false,11,72,2,0.0003899605,873,644,15034,7,38,0,53,43,0.017054264,0.012585812,1.1,true
96,105,215475,9,false,10,72,2,0.00034662773,692,608,12025,7,38,0,53,43,0.01642036,0.014430014,1.0,true
100,95,149543,9,false,10,72,2,0.0005300396,650,602,10831,7,38,0,53,43,0.016583748,0.015360983,1.0,true
83,130,555622,0,false,2,530,30,0.0011907967,4634,9426,0,23,18,5,15,39,0.00021215658,0.00043149947,2.0,true
101,147,364658,0,false,4,440,9,0.0016690602,3904,6651,0,23,18,5,15,39,0.0006013229,0.0010243278,4.0,true
89,139,526964,0,false,3,526,20,0.0012308267,4973,9026,0,25,18,5,15,39,0.00033233632,0.0006031363,3.0,true
103,181,483725,0,false,2,488,19,0.0012955256,4751,8333,7026,24,18,5,15,39,0.0002399808,0.0004208754,2.0,true
94,155,333343,0,false,2,436,4,0.0017593491,3409,6305,22274,21,17,5,15,39,0.00031715826,0.0005865103,2.0,true
89,115,396785,0,false,3,456,10,0.0015384345,3867,7075,0,26,17,5,15,39,0.00042396833,0.0007755946,3.0,true
83,219,463950,0,false,2,486,16,0.0013452247,3974,7977,25730,21,17,5,15,39,0.0002506894,0.00050314463,2.0,true
74,213,467242,0,false,2,480,21,0.0013595467,4528,8024,5304,26,18,5,15,39,0.0002492212,0.0004415986,2.0,true
96,226,334031,0,false,2,436,4,0.0017592165,3355,6281,21919,25,17,5,15,39,0.00031836994,0.00059594755,2.0,true
87,155,521919,0,false,5,506,22,0.0012487486,5476,8780,10779,27,18,5,15,39,0.0005694112,0.0009129085,5.0,true
74,181,462679,0,false,2,480,21,0.0013600402,4378,8011,28235,22,18,5,15,39,0.00024962556,0.00045672528,2.0,true
92,166,422587,0,false,3,466,14,0.0014595842,4033,7449,0,21,18,5,15,39,0.00040268456,0.0007436787,3.0,true
99,147,598842,0,false,2,532,33,0.0011196223,5058,9806,31984,31,18,5,15,39,0.00020393597,0.00039533505,2.0,true
71,162,442723,0,false,3,476,12,0.0014055705,4689,7686,5698,20,17,5,15,39,0.0003902693,0.0006396588,3.0,true
98,247,503431,0,false,2,500,25,0.0012834306,4461,8549,0,20,18,5,15,39,0.00023391812,0.0004482295,2.0,true
75,309,583490,0,false,2,530,31,0.0011314407,5039,9548,5960,27,18,5,15,39,0.00020944602,0.0003968254,2.0,true
105,177,506701,0,false,2,500,25,0.0012564912,4631,8630,5177,25,18,5,15,39,0.00023172286,0.00043177893,2.0,true
83,152,358155,0,false,2,436,9,0.0016695943,3776,6560,0,19,18,5,15,39,0.00030483157,0.0005295208,2.0,true
82,151,339906,0,false,1,436,4,0.0017624189,3521,6335,23063,24,17,5,15,39,0.00015782828,0.00028392958,1.0,true
89,184,402187,0,false,2,456,12,0.0015330717,3938,7158,0,25,18,5,15,39,0.00027936863,0.0005077431,2.0,true
62,139,322315,0,false,1,436,3,0.0018078062,3368,6259,21911,18,14,5,15,39,0.0001597444,0.00029682397,1.0,true
92,192,441205,0,false,2,486,13,0.0013951007,4105,7860,0,27,17,5,15,39,0.00025442056,0.00048709207,2.0,true
109,173,386823,0,false,5,456,9,0.001571659,4852,7068,8058,26,18,5,15,39,0.00070731365,0.0010302905,5.0,true
77,176,757040,0,false,2,606,40,0.0009736759,7047,11876,25984,31,18,5,15,39,0.0001683927,0.00028376846,2.0,true
88,167,344753,0,false,3,436,6,0.0017444931,3872,6434,5188,32,18,5,15,39,0.00046620046,0.0007745933,3.0,true
109,143,332505,0,false,1,436,4,0.0017608728,3412,6293,22237,25,17,5,15,39,0.00015888148,0.00029299737,1.0,true
109,227,433448,0,false,7,466,14,0.0014464231,5022,7611,9430,29,18,5,15,39,0.00091960066,0.0013935895,7.0,true
89,214,355613,0,false,1,436,7,0.0016747984,3458,6430,22642,22,17,5,15,39,0.00015549682,0.0002891009,1.0,true
64,209,404041,0,false,3,456,10,0.0015264455,4065,7144,0,31,17,5,15,39,0.00041987404,0.0007378259,3.0,true
71,111,324525,0,false,1,436,4,0.0017639173,3377,6286,21979,20,17,5,15,39,0.00015905837,0.00029603316,1.0,true
82,175,356730,0,false,1,436,7,0.0016746601,3486,6432,22925,28,17,5,15,39,0.00015544846,0.00028677945,1.0,true
85,141,441417,0,false,3,476,16,0.0014046599,4108,7797,0,19,18,5,15,39,0.00038471402,0.0007301046,3.0,true
98,246,368594,0,false,3,436,10,0.0016639943,3745,6597,24384,24,18,5,15,39,0.00045468324,0.00080085424,3.0,true
100,104,571391,0,false,3,536,27,0.0011455084,5526,9603,6151,27,18,5,15,39,0.00031236984,0.00054278993,3.0,true
111,140,421072,0,false,2,466,13,0.0014674367,4225,7514,27163,31,18,5,15,39,0.0002661344,0.00047326076,2.0,true
110,225,355939,0,false,1,436,7,0.0016620189,3638,6464,0,27,17,5,15,39,0.00015467904,0.00027480078,1.0,true
89,179,446168,0,false,4,476,14,0.0013954616,4531,7758,5166,25,17,5,15,39,0.00051553035,0.00088261254,4.0,true
96,165,427311,0,false,2,466,14,0.0014647433,4362,7515,0,24,18,5,15,39,0.000266099,0.00045840017,2.0,true
64,208,335204,0,false,1,436,4,0.0017483865,3632,6315,3314,19,17,5,15,39,0.00015832805,0.0002752546,1.0,true
99,201,401237,0,false,7,448,12,0.0015180178,4063,7123,5332,24,18,5,15,39,0.0009825941,0.0017224409,7.0,true
81,219,338815,0,false,1,436,6,0.0017549678,3466,6376,22594,23,18,5,15,39,0.00015681355,0.0002884338,1.0,true
66,104,480182,0,false,2,506,15,0.0012937638,4262,8378,27343,23,17,5,15,39,0.00023869197,0.00046915316,2.0,true
110,115,576653,0,false,7,546,23,0.0011360758,5460,9715,6621,28,17,5,15,39,0.0007204611,0.0012818165,7.0,true
82,112,506554,0,false,2,500,25,0.0012670472,4669,8630,29777,22,18,5,15,39,0.00023172286,0.0004282655,2.0,true
108,219,413143,0,false,3,466,12,0.0014527069,4269,7406,27690,26,17,5,15,39,0.00040502226,0.00070257613,3.0,true
106,139,346682,0,false,2,436,7,0.0016830914,3530,6467,23028,25,17,5,15,39,0.0003092146,0.00056641176,2.0,true
74,141,476752,0,false,3,496,14,0.0013271463,4884,8256,30971,19,17,5,15,39,0.0003633281,0.0006141249,3.0,true
65,129,384312,0,false,2,456,10,0.0015429925,3771,7071,24590,24,17,5,15,39,0.00028280544,0.0005302227,2.0,true
97,111,449315,0,false,4,486,14,0.0013624687,4414,7985,28483,25,17,5,15,39,0.0005008765,0.00090600224,4.0,true
93,138,322515,0,false,1,436,3,0.0018094962,3389,6245,22116,20,14,5,15,39,0.00016010247,0.00029498525,1.0,true
86,139,362656,0,false,3,436,7,0.0016729187,3979,6582,0,22,17,5,15,39,0.00045571927,0.00075376884,3.0,true
75,140,332806,0,false,4,436,3,0.0018152023,3432,6289,22305,23,17,5,15,40,0.00063593005,0.0011651617,4.0,true
102,160,396714,0,false,3,456,10,0.0015355574,4215,7127,7189,27,17,5,15,39,0.0004208754,0.000711575,3.0,true
109,123,354183,0,false,1,428,7,0.0016497839,3891,6395,5591,23,17,5,15,39,0.00015634771,0.00025693732,1.0,true
88,209,398107,0,false,3,456,10,0.0015180539,4328,7120,5887,29,17,5,15,39,0.00042128915,0.0006930007,3.0,true
74,141,477845,0,false,2,500,16,0.0013231045,4333,8283,0,21,17,5,15,39,0.00024142927,0.00046146745,2.0,true
100,199,489226,0,false,7,496,18,0.0012972903,4455,8333,0,30,17,5,15,39,0.0008399328,0.0015709156,7.0,true
48,100,352727,0,false,1,436,9,0.0016642968,3724,6572,24295,25,18,5,15,39,0.00015213754,0.00026845638,1.0,true
66,143,333129,0,false,2,436,4,0.0017627027,3376,6285,22009,24,17,5,15,39,0.00031816735,0.00059224165,2.0,true
59,140,397398,0,false,2,456,10,0.0015250155,4072,7092,0,22,17,5,15,39,0.00028196812,0.00049103855,2.0,true
102,159,347651,0,false,1,436,6,0.0017169891,3606,6420,23739,24,14,5,15,39,0.00015573898,0.0002772387,1.0,true
89,134,425286,0,false,2,466,14,0.00146057,4251,7475,27412,24,18,5,15,39,0.00026752273,0.00047036688,2.0,true
65,129,458276,0,false,2,480,20,0.0013839653,4466,7993,28677,24,18,5,15,39,0.00025018764,0.00044772777,2.0,true
105,264,595146,0,false,2,546,24,0.0011351904,5287,9736,0,23,17,5,15,39,0.00020540207,0.0003782148,2.0,true
88,130,842150,0,false,7,656,50,0.00090139767,6899,13041,44158,26,17,5,15,39,0.0005367275,0.0010144927,7.0,true
86,152,399066,0,false,2,456,12,0.0015322845,3865,7151,25187,26,18,5,15,39,0.00027964206,0.0005173306,2.0,true
98,125,675305,0,false,6,586,36,0.0010523637,5515,10998,0,25,17,5,15,38,0.00054550415,0.0010877447,6.0,true
76,224,355865,0,false,1,436,7,0.0016741108,3554,6467,23142,20,17,5,15,39,0.0001546073,0.00028129396,1.0,true
100,161,392246,0,false,3,456,10,0.0015356265,3825,7045,24721,21,17,5,15,39,0.0004257735,0.0007841087,3.0,true
70,236,368825,0,false,6,436,9,0.0016704432,4460,6694,8389,22,18,5,15,39,0.00089619117,0.0013449899,6.0,true
76,280,368291,0,false,1,436,9,0.0016575517,4120,6602,6613,33,18,5,15,39,0.00015144631,0.00024265955,1.0,true
109,113,360208,0,false,2,436,7,0.0016699947,3734,6483,0,26,17,5,15,39,0.00030845156,0.0005354752,2.0,true
100,196,418768,0,false,3,466,12,0.0014500639,4399,7406,5223,27,17,5,15,39,0.00040502226,0.0006818182,3.0,true
107,125,358840,0,false,1,436,7,0.0016737964,3662,6482,0,24,17,5,15,39,0.00015424957,0.00027300027,1.0,true
107,161,391161,0,false,4,456,8,0.0015624536,3699,7019,24275,24,17,5,15,39,0.00056980056,0.0010810811,4.0,true
86,224,533758,0,false,3,516,23,0.0012410849,5137,8979,0,24,18,5,15,39,0.0003340757,0.0005838848,3.0,true
53,149,487155,0,false,7,488,18,0.0013024937,4889,8297,11827,39,17,5,15,39,0.00084357674,0.0014314929,7.0,true
108,123,461026,0,false,3,486,18,0.0013393891,4541,8086,29456,26,18,5,15,39,0.00037096575,0.000660502,3.0,true
84,181,343696,0,false,7,436,6,0.0017275194,4169,6453,6965,22,18,5,15,39,0.0010845987,0.001678657,7.0,true
85,200,1124291,0,false,3,786,67,0.0007621168,8678,16922,0,27,17,5,15,38,0.00017727353,0.00034566195,3.0,true
99,256,346398,0,false,1,436,6,0.0017172566,3519,6408,22976,20,14,5,15,39,0.00015603058,0.0002840909,1.0,true
86,147,416835,0,false,4,466,12,0.0014599779,3900,7395,25155,22,17,5,15,39,0.0005408329,0.0010253781,4.0,true
85,279,357926,0,false,1,436,7,0.0016633465,3625,6458,0,23,17,5,15,39,0.00015482273,0.00027578598,1.0,true
95,122,359518,0,false,6,436,9,0.0016493753,4115,6645,6379,18,18,5,15,39,0.00090279867,0.001457726,6.0,true
96,238,708908,0,false,7,596,34,0.0009757786,6389,11342,6642,21,17,5,15,39,0.0006171207,0.0010954617,7.0,true
85,167,752534,0,false,3,616,42,0.0009765611,6407,11878,0,29,17,5,15,38,0.0002525465,0.0004681648,3.0,true
95,186,474438,0,false,2,496,16,0.0013146051,4082,8244,26279,21,17,5,15,39,0.00024257126,0.0004898359,2.0,true
87,145,439631,0,false,5,476,16,0.0013975565,4489,7803,0,23,18,5,15,39,0.0006406971,0.0011135858,5.0,true
109,104,410737,0,false,2,466,13,0.0014872216,3783,7314,24665,17,17,5,15,39,0.0002734108,0.0005285412,2.0,true
109,279,699634,0,false,7,596,35,0.0009805612,5939,11270,4523,20,17,5,15,39,0.0006210629,0.0011784512,7.0,true
98,182,356651,0,false,1,436,7,0.0016692536,3819,6506,0,20,17,5,15,39,0.00015368065,0.0002617801,1.0,true
99,158,501347,0,false,2,506,19,0.0012656954,4414,8605,28184,20,17,5,15,39,0.000232396,0.00045300112,2.0,true
80,127,397414,0,false,2,466,9,0.0015176343,4156,7257,0,23,17,5,15,39,0.000275558,0.00048111618,2.0,true
105,223,356033,0,false,1,436,7,0.0016693997,3581,6460,23396,25,17,5,15,39,0.0001547748,0.00027917363,1.0,true
108,220,396475,0,false,3,456,10,0.0015143342,4358,7106,5629,21,17,5,15,39,0.00042211905,0.00068823126,3.0,true
102,183,375980,0,false,2,446,8,0.001613701,4015,6802,0,26,17,5,15,39,0.00029398795,0.000498008,2.0,true
84,339,418682,0,false,4,466,10,0.0014820548,4452,7412,8213,24,17,5,15,39,0.0005395926,0.0008982708,4.0,true
49,175,356145,0,false,7,436,7,0.0016798672,3902,6577,0,18,17,5,15,39,0.0010641533,0.0017934922,7.0,true
83,164,561360,0,false,7,536,26,0.0011416592,4787,9509,0,29,17,5,15,39,0.0007360673,0.0014619883,7.0,true
103,138,463437,0,false,4,486,16,0.0013328551,4809,8063,7014,23,17,5,15,39,0.0004960318,0.00083160086,4.0,true
108,148,567885,0,false,2,536,24,0.001172576,4851,9397,0,25,17,5,15,38,0.00021281124,0.00041220116,2.0,true
59,187,401935,0,false,12,456,12,0.0015640556,4195,7274,0,21,18,5,15,39,0.0016494845,0.0028598665,12.0,true
58,114,533704,0,false,6,536,23,0.0012273628,4584,9353,0,20,18,5,15,41,0.00064143684,0.0013086151,6.0,true
62,147,499332,0,false,8,506,22,0.0013326644,4742,8641,0,25,17,5,15,39,0.00092571165,0.0016866962,8.0,true
106,221,356860,0,false,2,436,7,0.0016623441,3718,6475,0,20,17,5,15,39,0.00030883262,0.00053777895,2.0,true
56,213,340025,0,false,4,436,4,0.001753942,3821,6363,0,27,17,5,15,39,0.0006285355,0.0010465725,4.0,true
75,102,357708,0,false,1,436,9,0.001672901,3603,6550,23495,20,18,5,15,39,0.00015264846,0.0002774695,1.0,true
44,109,391982,0,false,2,456,10,0.001533684,3997,7072,25745,32,17,5,15,39,0.00028276545,0.00050025014,2.0,true
99,199,472085,0,false,2,486,18,0.0013480993,4384,8119,0,22,18,5,15,39,0.00024630543,0.00045610033,2.0,true
99,257,568270,0,false,7,528,26,0.0011236388,4767,9443,0,29,17,5,15,39,0.00074121135,0.0014681208,7.0,true
79,196,534599,0,false,7,516,23,0.0012067687,4969,9031,5614,26,18,5,15,39,0.00077502214,0.0014084507,7.0,true
79,110,440207,0,false,2,476,16,0.0013999688,4172,7814,0,18,18,5,15,39,0.0002559181,0.00047927152,2.0,true
68,113,315458,0,false,1,436,3,0.0018089082,3372,6234,22289,22,14,5,15,39,0.00016038492,0.000296472,1.0,true
88,117,349890,0,false,1,436,6,0.0017531879,3889,6461,0,31,18,5,15,39,0.00015475086,0.00025706942,1.0,true
72,163,922799,0,false,6,686,50,0.0008362767,7636,14100,10367,28,18,5,15,39,0.00042550173,0.0007856488,6.0,true
110,262,356265,0,false,1,436,7,0.0016610206,3643,6456,0,20,17,5,15,39,0.00015487068,0.0002744237,1.0,true
97,184,353562,0,false,2,436,7,0.0016756319,3549,6469,23034,18,17,5,15,39,0.000309119,0.0005633803,2.0,true
74,206,342602,0,false,2,436,8,0.0017073009,3671,6492,23620,21,15,5,15,39,0.00030802403,0.0005446623,2.0,true
77,214,732246,0,false,2,600,45,0.0009868685,5820,11629,0,31,18,5,15,39,0.00017196905,0.00034358358,2.0,true
89,171,339886,0,false,2,436,6,0.0017546163,3446,6375,22593,20,18,5,15,39,0.00031367628,0.00058021466,2.0,true
109,261,480483,0,false,5,486,16,0.0013261972,5126,8126,8420,30,18,5,15,39,0.00061523315,0.0009752292,5.0,true
98,233,708970,0,false,1,596,41,0.0010192106,5161,11113,0,21,18,5,15,38,0.00008997661,0.00019372336,1.0,true
84,167,389955,0,false,3,456,10,0.0015331387,3749,7040,24336,21,17,5,15,39,0.00042607583,0.0008,3.0,true
113,165,381148,0,false,6,456,7,0.0015605398,4707,6984,7131,19,17,5,15,39,0.00085898355,0.0012744265,6.0,true
97,307,328066,0,false,2,436,4,0.0017566897,3423,6333,22386,18,18,5,15,39,0.00031575625,0.00058411213,2.0,true
83,146,359109,0,false,2,436,9,0.0016711035,3602,6546,23509,18,18,5,15,39,0.00030548344,0.000555093,2.0,true
105,256,535068,0,false,2,508,20,0.0012020263,5212,8871,5300,24,18,5,15,39,0.00022542832,0.00038365624,2.0,true
108,187,351565,0,false,2,436,9,0.0016571081,3682,6524,0,20,17,5,15,39,0.00030651342,0.00054303557,2.0,true
106,251,347699,0,false,2,436,7,0.001655158,3775,6470,4444,17,17,5,15,39,0.00030907124,0.000529661,2.0,true
73,211,331834,0,false,1,436,4,0.001762377,3428,6330,22490,20,17,5,15,39,0.00015795293,0.00029163022,1.0,true
71,102,476990,0,false,3,496,16,0.0013199146,4648,8270,29516,19,17,5,15,39,0.0003627131,0.0006453001,3.0,true
90,145,356684,0,false,1,436,9,0.0016750956,3763,6619,0,28,18,5,15,39,0.00015105741,0.0002656748,1.0,true
97,244,534339,0,false,5,516,22,0.0012016511,5381,9017,7178,28,18,5,15,39,0.00055444665,0.0009290227,5.0,true
97,277,360268,0,false,1,436,7,0.0016684551,3673,6469,0,21,17,5,15,39,0.0001545595,0.0002721829,1.0,true
83,202,394198,0,false,3,456,10,0.0015325067,3926,7080,0,24,17,5,15,39,0.00042366897,0.00076394196,3.0,true
69,109,1289284,0,false,34,866,92,0.00073915557,8353,19649,52034,58,17,5,15,39,0.0017302799,0.0040699067,34.0,true
99,122,994000,0,false,3,716,64,0.00081242755,8012,15220,50418,32,18,5,15,39,0.00019709612,0.00037439162,3.0,true
99,226,545488,0,false,28,516,22,0.0012061071,5493,9110,7997,25,18,5,15,39,0.0030732083,0.005096469,28.0,true
78,277,352905,0,false,2,436,7,0.0016656332,3552,6433,23140,17,17,5,15,39,0.0003108486,0.0005629046,2.0,true
95,148,483032,0,false,3,488,18,0.0012861916,4403,8247,28808,30,17,5,15,39,0.00036372454,0.0006811989,3.0,true
93,188,353222,0,false,2,436,7,0.0016741846,3472,6438,22823,20,17,5,15,39,0.00031060723,0.00057587103,2.0,true
81,131,427169,0,false,7,476,11,0.0014601585,4559,7666,5658,25,18,5,15,39,0.0009130038,0.0015350877,7.0,true
108,169,352062,0,false,2,436,8,0.0016951272,3581,6508,23336,20,18,5,15,39,0.00030726686,0.00055834727,2.0,true
100,212,343573,0,false,1,436,4,0.0017347487,4089,6381,6304,22,17,5,15,39,0.00015669069,0.00024449878,1.0,true
84,158,446003,0,false,3,476,13,0.0014258372,4586,7794,29550,30,18,5,15,39,0.0003848621,0.0006540222,3.0,true
95,157,472580,0,false,7,488,18,0.0012911814,4380,8231,0,34,17,5,15,39,0.0008503401,0.0015978087,7.0,true
85,160,355821,0,false,8,436,7,0.0016660079,3823,6482,5004,23,17,5,15,39,0.0012339966,0.0020920502,8.0,true
108,243,402159,0,false,3,456,10,0.0015227584,4268,7154,5098,25,18,5,15,39,0.00041928721,0.0007027407,3.0,true
72,163,369218,0,false,3,436,8,0.0016683774,4314,6631,7844,27,18,5,15,39,0.00045235222,0.0006952491,3.0,true
73,158,501902,0,false,3,506,18,0.0012656817,4583,8594,28959,25,17,5,15,39,0.00034904014,0.00065445027,3.0,true
106,158,418009,0,false,3,466,10,0.00146531,4589,7388,7044,20,17,5,15,39,0.00040600894,0.0006535948,3.0,true
100,112,432684,0,false,2,476,14,0.001397384,4404,7706,28181,29,17,5,15,39,0.00025950433,0.0004540295,2.0,true
99,118,326101,0,false,1,436,3,0.0018073097,3399,6241,22192,19,14,5,15,39,0.00016020506,0.00029411764,1.0,true
89,179,331950,0,false,1,436,4,0.0017524367,3517,6325,22935,26,17,5,15,39,0.00015807778,0.00028425243,1.0,true
93,137,321669,0,false,1,436,3,0.0018083706,3393,6246,22215,21,14,5,15,39,0.00016007683,0.0002946376,1.0,true
106,141,468501,0,false,3,486,16,0.0013402757,4900,8066,6594,29,17,5,15,39,0.00037188546,0.00061211997,3.0,true
101,150,358802,0,false,2,436,9,0.0016696656,3575,6525,23276,17,18,5,15,39,0.00030646645,0.0005592841,2.0,true
76,130,394690,0,false,11,466,9,0.0015175296,4064,7289,4230,17,17,5,15,39,0.0015089164,0.0027060271,11.0,true
109,207,357141,0,false,2,436,7,0.0016745359,3584,6466,23413,21,17,5,15,39,0.0003092624,0.00055788003,2.0,true
98,119,346488,0,false,1,436,6,0.0017246404,3465,6389,22682,20,14,5,15,39,0.00015649453,0.000288517,1.0,true
70,246,504848,0,false,2,506,20,0.0012372356,4715,8660,5379,23,17,5,15,39,0.00023092021,0.0004240882,2.0,true
87,183,358068,0,false,1,436,9,0.0016496911,4230,6591,6916,26,18,5,15,39,0.00015169903,0.00023635074,1.0,true
77,158,399513,0,false,3,456,12,0.0015340176,3687,7122,24070,18,18,5,15,39,0.00042117084,0.00081344903,3.0,true
80,151,563059,0,false,7,536,26,0.0011395479,4978,9507,0,26,17,5,15,39,0.00073622214,0.0014059048,7.0,true
95,148,338068,0,false,2,436,6,0.0017199051,3510,6423,23019,22,14,5,15,39,0.0003113325,0.0005696383,2.0,true
109,138,362597,0,false,1,436,9,0.0016675517,3593,6537,23692,21,18,5,15,39,0.00015295198,0.00027824152,1.0,true
109,118,399442,0,false,2,456,12,0.001537921,3848,7155,25183,27,18,5,15,39,0.00027948574,0.0005196155,2.0,true
79,177,394516,0,false,3,466,9,0.0015289497,3733,7215,24453,22,17,5,15,39,0.0004157428,0.00080342795,3.0,true
97,135,389841,0,false,2,456,8,0.0015676147,3864,7095,25436,28,18,5,15,39,0.00028184892,0.0005174644,2.0,true
93,100,398089,0,false,3,456,10,0.0015351095,3936,7091,0,21,17,5,15,39,0.00042301184,0.00076200155,3.0,true
110,176,455216,0,false,4,478,16,0.0013365907,4438,7941,28427,28,17,5,15,39,0.00050365145,0.00090110383,4.0,true
105,148,344916,0,false,1,436,6,0.0017209438,3512,6413,23099,20,14,5,15,39,0.00015590894,0.000284657,1.0,true
103,210,622373,0,false,2,556,28,0.0010720906,5543,10103,36021,25,17,5,15,39,0.00019794141,0.00036075036,2.0,true
89,177,356621,0,false,2,436,7,0.0016697099,3843,6503,0,20,17,5,15,39,0.00030750307,0.0005202914,2.0,true
93,158,610194,0,false,3,556,30,0.0010827163,5172,10152,0,27,17,5,15,39,0.00029547917,0.0005799343,3.0,true
86,224,345293,0,false,1,436,6,0.0017165004,3516,6401,22962,20,14,5,15,39,0.00015620119,0.00028433325,1.0,true
56,134,467436,0,false,3,486,18,0.001356171,4861,8178,7444,30,18,5,15,39,0.000366793,0.00061703,3.0,true
